what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1237144346418
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1237144359301
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1237149736637
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1237149931252
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1237149985409
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1237149996378
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.wordPrevious,1237149999402
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1237150001314
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1237150009078
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.undo,1237150012384
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.wordPrevious,1237150014484
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1237150038557
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.wordPrevious,1237150039146
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1237150052457
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1237150053797
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1237150063559
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1237150065481
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1237150069969
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1237150071957
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1237150074379
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1237150076877
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1237150094741
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1237150098252
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1237150102279
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1237150103303
